ID,JITSmart,JITFine,JITLine,LaPredict,DeeperJIT,Deeper,CC2Vec,Bic Action Type,Compatibility Errors,Intrinsic Errors,Location With Fixing Changes,Feature Interaction,Knowledge
661,0,0,0,0,1,1,1,enhance,No,Business Error,Same Location,0,领域知识：消息头/消息体/报文协议
645,0,0,0,0,1,0,1,enhance,Invocation,No,Same Class,1,编程知识：二进制位与位运算；项目知识：Japan Futoshiki Puzzle as grids与相关规则计算
876,0,0,0,0,0,0,1,enhance,Data Flow,No,Same Class,0,基本编程知识；领域知识：Collections.emptyMap和new HashMap创建空Map的区别
1269,0,0,0,0,0,0,0,enhance,No,Business Error,Same Method,0,编程知识：异常抛出，逻辑运算
1536,0,1,0,0,1,1,1,enhance,No,Business Error,Same Location,0,编程知识
1744,0,0,0,0,1,0,1,enhance,No,Business Error,Same Method,1,编程知识：抛异常
1722,0,0,0,0,1,1,1,enhance,No,Business Error,Same Location,0,编程知识：抛异常
1720,0,0,0,0,1,1,1,enhance,No,Business Error,Same Location,0,编程知识：异常抛出与程序执行流；领域知识：网络与namespace配置；项目知识：是否允许配置成空字符串（empty，不是null）
1256,0,0,0,0,0,0,0,refactor,No,Bussiness Error,Same Class,0,TCP Connection
270,0,0,0,0,1,0,1,refactor,No,Business Error,Same Method,0,编程知识：死循环，参数传递
262,0,0,0,0,1,0,1,enhance,Invocation,No,Same Package,0,基本编程知识；领域知识：时间戳格式；项目知识：对parseDatestamp和parseTimestamp的实现
1243,1,0,0,0,0,1,1,refactor,No,Business Error,Different Packages,0,编程知识：模运算
845,0,1,0,0,1,0,1,fix,No,Business Error,Same Location,0,基本编程知识；领域知识；joda-time等解析时间库
1733,0,0,0,0,0,0,0,refactor,No,API Misuse,Same Class,0,基本编程知识；领域知识：http，Netty与IdleStateHandler
840,0,0,0,0,1,0,1,refactor,Data Flow,No,Same Package,0,编程知识：null；领域知识：Collection.emptyList();项目知识：当不为null时增加该字段
561,0,0,0,0,0,1,0,enhance,No,Unchecked Null,Same Location,0,编程知识：字符串与初始化；领域知识：StringReader参数@NotNull
562,0,0,0,0,1,1,1,enhance,No,Unchecked Null,Same Class,0,编程知识：变量初始化；领域知识：Jackson JSON库，JSONParser
652,0,0,0,0,1,0,1,enhance,No,Business Error,Same Location,0,基本编程知识；领域知识：文件和目录
218,0,0,0,0,1,1,1,refactor,Data Flow,No,Same Package,0,编程知识：条件判断；领域知识：html渲染
11,0,0,0,0,1,0,1,fix,No,API Misuse,Same Location,0,编程知识：随机数；领域知识：BigDecimal类及其舍入模式；
9,0,0,0,0,1,1,1,enhance,No,Business Error,Same Location,0,编程知识：浮点数舍入；领域知识：BigDecimal 及setscale
31,0,1,0,0,1,0,1,enhance,Invocation,No,Same Class,0,编程知识：表达式，null与判空；领域知识：代码静态分析与扫描；项目知识：空语句的复杂度应该为0
33,0,1,0,0,1,1,1,enhance,No,Uncaught Exception,Same Location,0,编程知识：异常捕获
30,0,0,0,0,1,0,1,enhance,No,Business Error,Same Method,0,编程知识：异常处理
954,1,0,0,0,1,1,1,enhance,Invocation,No,Different Packages,0,List/Collection
363,1,0,0,0,0,1,0,enhance,No,Business Error,Same Method,0,编程知识：程序控制流+抛异常；领域知识：SMUS(Smallest Minimal Unsatisfiable Subset)算法；项目知识：smus无法计算的处理
374,0,0,0,0,1,0,1,enhance,No,Business Error,Same Location,0,编程知识：继承，override，运算符；项目知识：FormulaFactory
631,0,0,0,0,0,0,1,enhance,No,Business Error,Same Location,0,编程知识：异常抛出；领域知识：xml节点与元素；项目知识：对插入元素的限制
632,0,0,0,0,1,0,1,enhance,No,Business Error,Same Location,0,编程知识：继承，泛型与类型转换；领域知识：Document和Element的区别
534,0,0,0,0,0,0,0,enhance,Invocation,No,Same Package,0,编程知识：bool字段、构造函数初始化、null；领域知识：json中null k-v对；项目知识：将null分成两种情况
650,1,1,1,0,1,1,1,refactor,No,Business Error,Same Method,0,基本编程知识；领域知识：报文字节解析；项目知识：相邻代码对pos变量的更新
662,0,0,0,0,0,0,1,enhance,No,Business Error,Same Location,0,编程知识：null判断与异常抛出；领域知识：IP地址，UDP协议
618,0,0,0,0,0,0,0,enhance,Invocation,No,Same Package,1,编程知识：字符串处理和判断，null与null的print；领域知识：转义字符，多线程
282,0,0,1,0,1,1,1,enhance,No,Business Error,Same Method,0,基本编程知识；项目知识：Tuple中score的实现
651,0,0,0,0,0,1,0,fix,Data Flow,No,Same Class,0,编程知识：继承、override、泛型、桥接方法与类型擦除
664,0,0,0,0,0,0,1,enhance,No,Business Error,Same Location,0,基本编程知识；领域知识：文件与目录，文件路径
743,0,0,0,0,0,0,0,enhance,No,Business Error,Same Location,0,编程知识：抽象方法，Optional容器类；领域知识：LAN；项目知识：低版本不支持LAN
419,0,0,0,0,0,0,1,refactor,No,API Misuse,Same Location,0,编程知识：Java包；领域知识：HTTP请求头，netty及两个包的区别
1756,0,0,0,0,0,0,1,enhance,Invocation,Business Error,Same Method,0,编程知识：位运算；领域知识：BitSet及valueof；项目知识：兼容JDK6导致部分API无法使用
599,0,1,0,0,1,0,1,refactor,No,Business Error,Same Class,1,Linux stun client
60,0,0,0,0,0,0,1,fix,Data Flow,No,Same Package,0,基本编程知识；项目知识：对UnspportedOperation的处理情况
